image_path,image_name,true_label,pred_label,class_name,correct,ita_value,skin_group,short_name
/content/data_split/test/1. Eczema 1677/t-eczema-hand-18.jpg,t-eczema-hand-18.jpg,0,0,Eczema,True,80.84660718604995,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-hand-184.jpg,t-eczema-hand-184.jpg,0,0,Eczema,True,80.10185366036679,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-histology-4.jpg,t-eczema-histology-4.jpg,0,7,Eczema,False,-83.33036536554256,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-histology-5.jpg,t-eczema-histology-5.jpg,0,7,Eczema,False,-85.85798482585605,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-impetiginized-10.jpg,t-eczema-impetiginized-10.jpg,0,0,Eczema,True,81.91601618765995,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-impetiginized-7.jpg,t-eczema-impetiginized-7.jpg,0,0,Eczema,True,78.97557670444543,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-leg-20.jpg,t-eczema-leg-20.jpg,0,0,Eczema,True,67.49767914893745,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-lids-2.jpg,t-eczema-lids-2.jpg,0,0,Eczema,True,76.7696904798547,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-lids-8.jpg,t-eczema-lids-8.jpg,0,0,Eczema,True,81.18362450311096,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-115.jpg,t-eczema-nummular-115.jpg,0,8,Eczema,False,86.05530568277239,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-131.jpg,t-eczema-nummular-131.jpg,0,0,Eczema,True,82.52004801398846,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-144.jpg,t-eczema-nummular-144.jpg,0,7,Eczema,False,71.54106472712475,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-152.jpg,t-eczema-nummular-152.jpg,0,0,Eczema,True,88.43059231439483,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-161.jpg,t-eczema-nummular-161.jpg,0,0,Eczema,True,72.17928254184021,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-166.jpg,t-eczema-nummular-166.jpg,0,0,Eczema,True,69.08579335203783,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-169.jpg,t-eczema-nummular-169.jpg,0,0,Eczema,True,67.28188006224401,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-172.jpg,t-eczema-nummular-172.jpg,0,0,Eczema,True,74.75293524975305,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-189.jpg,t-eczema-nummular-189.jpg,0,7,Eczema,False,76.69297270295472,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-85.jpg,t-eczema-nummular-85.jpg,0,0,Eczema,True,81.66570118990828,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-nummular-92.jpg,t-eczema-nummular-92.jpg,0,0,Eczema,True,75.00684843547765,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-penis-1.jpg,t-eczema-penis-1.jpg,0,0,Eczema,True,79.61579551422662,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-scrotum-1.jpg,t-eczema-scrotum-1.jpg,0,0,Eczema,True,79.85586285131978,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-scrotum-3.jpg,t-eczema-scrotum-3.jpg,0,0,Eczema,True,75.00965987589211,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-22.jpg,t-eczema-subacute-22.jpg,0,0,Eczema,True,83.90508100688726,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-36.jpg,t-eczema-subacute-36.jpg,0,0,Eczema,True,76.51318879150432,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-5.jpg,t-eczema-subacute-5.jpg,0,9,Eczema,False,82.77067693531798,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-56.jpg,t-eczema-subacute-56.jpg,0,0,Eczema,True,70.97843349164211,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-62.jpg,t-eczema-subacute-62.jpg,0,7,Eczema,False,66.54154771521323,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-subacute-73.jpg,t-eczema-subacute-73.jpg,0,0,Eczema,True,84.51840085644227,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-trunk-generalized-10.jpg,t-eczema-trunk-generalized-10.jpg,0,0,Eczema,True,73.85801975226885,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-trunk-generalized-17.jpg,t-eczema-trunk-generalized-17.jpg,0,0,Eczema,True,76.05913652742471,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-trunk-generalized-20.jpg,t-eczema-trunk-generalized-20.jpg,0,7,Eczema,False,77.91813043892304,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-trunk-generalized-23.jpg,t-eczema-trunk-generalized-23.jpg,0,0,Eczema,True,77.39540728705185,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-eczema-trunk-generalized-6.jpg,t-eczema-trunk-generalized-6.jpg,0,7,Eczema,False,78.81619142334166,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-fiberglass-dermatitis-3.jpg,t-fiberglass-dermatitis-3.jpg,0,0,Eczema,True,-89.48871527152097,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-heels-dry-cracked-3.jpg,t-heels-dry-cracked-3.jpg,0,0,Eczema,True,78.82106711792046,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-heels-dry-cracked-5.jpg,t-heels-dry-cracked-5.jpg,0,0,Eczema,True,80.0843913815343,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-keratolysis-exfoliativa-33.jpg,t-keratolysis-exfoliativa-33.jpg,0,0,Eczema,True,85.58571857154877,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-keratolysis-exfoliativa-38.jpg,t-keratolysis-exfoliativa-38.jpg,0,0,Eczema,True,86.26722300862728,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-keratolysis-exfoliativa-4.jpg,t-keratolysis-exfoliativa-4.jpg,0,9,Eczema,False,89.3373410810681,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-keratolysis-exfoliativa-47.jpg,t-keratolysis-exfoliativa-47.jpg,0,0,Eczema,True,69.8305832674552,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-107.jpg,t-lichen-simplex-chronicus-107.jpg,0,9,Eczema,False,-86.3747156724809,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-121.jpg,t-lichen-simplex-chronicus-121.jpg,0,0,Eczema,True,81.74614701858181,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-130.jpg,t-lichen-simplex-chronicus-130.jpg,0,7,Eczema,False,80.56542834988466,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-152.jpg,t-lichen-simplex-chronicus-152.jpg,0,0,Eczema,True,85.75093211856417,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-165.jpg,t-lichen-simplex-chronicus-165.jpg,0,9,Eczema,False,84.83921509741603,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-18.jpg,t-lichen-simplex-chronicus-18.jpg,0,0,Eczema,True,72.00755448990901,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-80.jpg,t-lichen-simplex-chronicus-80.jpg,0,0,Eczema,True,79.63617668789612,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-lichen-simplex-chronicus-82.jpg,t-lichen-simplex-chronicus-82.jpg,0,0,Eczema,True,72.99027301879231,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-milroy-disease-3.jpg,t-milroy-disease-3.jpg,0,3,Eczema,False,-57.843204004365944,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-neurotic-excoriations-15.jpg,t-neurotic-excoriations-15.jpg,0,0,Eczema,True,-88.76494939292878,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-neurotic-excoriations-47.jpg,t-neurotic-excoriations-47.jpg,0,8,Eczema,False,82.57013207163568,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-neurotic-excoriations-59.jpg,t-neurotic-excoriations-59.jpg,0,0,Eczema,True,79.25961596767262,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-neurotic-excoriations-65.jpg,t-neurotic-excoriations-65.jpg,0,0,Eczema,True,7.926596911027668,tan,Eczema
/content/data_split/test/1. Eczema 1677/t-notalgia-paraesthetica-2.jpg,t-notalgia-paraesthetica-2.jpg,0,0,Eczema,True,76.91057564286318,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-pompholyx-13.jpg,t-pompholyx-13.jpg,0,0,Eczema,True,85.24850774360628,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-pompholyx-16.jpg,t-pompholyx-16.jpg,0,0,Eczema,True,76.01959095343314,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-pompholyx-24.jpg,t-pompholyx-24.jpg,0,0,Eczema,True,72.7163170997225,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-pompholyx-3.jpg,t-pompholyx-3.jpg,0,0,Eczema,True,74.40051867716453,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-prurigo-nodularis-1.jpg,t-prurigo-nodularis-1.jpg,0,0,Eczema,True,-77.44369798321772,dark,Eczema
/content/data_split/test/1. Eczema 1677/t-prurigo-nodularis-45.jpg,t-prurigo-nodularis-45.jpg,0,0,Eczema,True,73.6764587307938,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-prurigo-nodularis-46.jpg,t-prurigo-nodularis-46.jpg,0,0,Eczema,True,73.6764587307938,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-prurigo-nodularis-48.jpg,t-prurigo-nodularis-48.jpg,0,0,Eczema,True,78.66967017976806,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-106.jpg,t-stasis-dermatitis-106.jpg,0,0,Eczema,True,82.34187739122147,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-108.jpg,t-stasis-dermatitis-108.jpg,0,0,Eczema,True,79.56810861638635,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-111.jpg,t-stasis-dermatitis-111.jpg,0,0,Eczema,True,79.81938381070526,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-112.jpg,t-stasis-dermatitis-112.jpg,0,0,Eczema,True,81.23936523819029,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-139.jpg,t-stasis-dermatitis-139.jpg,0,0,Eczema,True,75.00898065455735,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-150.jpg,t-stasis-dermatitis-150.jpg,0,0,Eczema,True,81.25274292952767,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-164.jpg,t-stasis-dermatitis-164.jpg,0,0,Eczema,True,84.78432317287806,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-184.jpg,t-stasis-dermatitis-184.jpg,0,0,Eczema,True,79.88084807516726,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-194.jpg,t-stasis-dermatitis-194.jpg,0,0,Eczema,True,86.25888489738121,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-80.jpg,t-stasis-dermatitis-80.jpg,0,0,Eczema,True,78.52912081356871,very_light,Eczema
/content/data_split/test/1. Eczema 1677/t-stasis-dermatitis-90.jpg,t-stasis-dermatitis-90.jpg,0,0,Eczema,True,-11.426654953165711,tan,Eczema
/content/data_split/test/1. Eczema 1677/v-Dyshidrosis-31.jpg,v-Dyshidrosis-31.jpg,0,0,Eczema,True,78.15608564592267,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-Dyshidrosis-35.jpg,v-Dyshidrosis-35.jpg,0,3,Eczema,False,45.10250901613991,light,Eczema
/content/data_split/test/1. Eczema 1677/v-Dyshidrosis-8.jpg,v-Dyshidrosis-8.jpg,0,0,Eczema,True,67.25420654478968,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-areola-21.jpg,v-eczema-areola-21.jpg,0,0,Eczema,True,80.55182911011946,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-arms-9.jpg,v-eczema-arms-9.jpg,0,0,Eczema,True,83.86447599400384,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-chronic-15.jpg,v-eczema-chronic-15.jpg,0,0,Eczema,True,79.4948934795062,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-foot-58.jpg,v-eczema-foot-58.jpg,0,0,Eczema,True,79.76011854778183,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-foot-99.jpg,v-eczema-foot-99.jpg,0,0,Eczema,True,86.46753809297513,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-hand-147.jpg,v-eczema-hand-147.jpg,0,0,Eczema,True,69.35147398758609,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-hand-181.jpg,v-eczema-hand-181.jpg,0,0,Eczema,True,76.07728805507043,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-impetiginized-9.jpg,v-eczema-impetiginized-9.jpg,0,7,Eczema,False,76.8157029168157,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-nummular-195.jpg,v-eczema-nummular-195.jpg,0,7,Eczema,False,68.90688700386382,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-subacute-30.jpg,v-eczema-subacute-30.jpg,0,0,Eczema,True,84.26812925270156,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-subacute-38.jpg,v-eczema-subacute-38.jpg,0,0,Eczema,True,72.25626002060623,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-eczema-subacute-75.jpg,v-eczema-subacute-75.jpg,0,0,Eczema,True,80.41458602717735,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-factitial-dermatitis-3.jpg,v-factitial-dermatitis-3.jpg,0,0,Eczema,True,85.47616749332579,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-id-reaction-10.jpg,v-id-reaction-10.jpg,0,7,Eczema,False,76.00442942759582,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-id-reaction-8.jpg,v-id-reaction-8.jpg,0,0,Eczema,True,68.05845105248564,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-keratolysis-exfoliativa-29.jpg,v-keratolysis-exfoliativa-29.jpg,0,0,Eczema,True,81.42379752007416,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-lichen-simplex-chronicus-163.jpg,v-lichen-simplex-chronicus-163.jpg,0,0,Eczema,True,77.089133307417,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-lichen-simplex-chronicus-167.jpg,v-lichen-simplex-chronicus-167.jpg,0,9,Eczema,False,80.19685396036488,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-lichen-simplex-chronicus-178.jpg,v-lichen-simplex-chronicus-178.jpg,0,0,Eczema,True,83.2434942379249,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-neurotic-excoriations-3.jpg,v-neurotic-excoriations-3.jpg,0,0,Eczema,True,81.70100277280491,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-parasitosis-psychogenic-5.jpg,v-parasitosis-psychogenic-5.jpg,0,1,Eczema,False,-80.96871067692346,dark,Eczema
/content/data_split/test/1. Eczema 1677/v-stasis-dermatitis-101.jpg,v-stasis-dermatitis-101.jpg,0,0,Eczema,True,71.58256598271815,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-stasis-dermatitis-135.jpg,v-stasis-dermatitis-135.jpg,0,7,Eczema,False,81.9009057283061,very_light,Eczema
/content/data_split/test/1. Eczema 1677/v-stasis-dermatitis-168.jpg,v-stasis-dermatitis-168.jpg,0,0,Eczema,True,80.49769162393335,very_light,Eczema
/content/data_split/test/10. Warts Molluscum and other Viral Infections - 2103/0_15.jpg,0_15.jpg,1,1,Warts / Molluscum,True,-76.97136985449619,dark,Warts
/content/data_split/test/10. Warts Molluscum and other Viral Infections - 2103/0_32.jpg,0_32.jpg,1,1,Warts / Molluscum,True,72.4535990201092,very_light,Warts
/content/data_split/test/10. Warts Molluscum and other Viral Infections - 2103/200_0_1.jpg,200_0_1.jpg,1,1,Warts / Molluscum,True,73.65092268777632,very_light,Warts
/content/data_split/test/10. Warts Molluscum and other Viral Infections - 2103/201_0_0.jpg,201_0_0.jpg,1,1,Warts / Molluscum,True,72.00438020251593,very_light,Warts
