image_path,image_name,true_label,pred_label,class_name,correct,ita_value,skin_group,short_name
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027120.jpg,ISIC_0027120.jpg,4,4,Basal Cell Carcinoma,True,-88.88826038201262,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027425.jpg,ISIC_0027425.jpg,4,4,Basal Cell Carcinoma,True,-89.94323083946868,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027601.jpg,ISIC_0027601.jpg,4,4,Basal Cell Carcinoma,True,87.83398586137224,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027814.jpg,ISIC_0027814.jpg,4,4,Basal Cell Carcinoma,True,87.9867605613146,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027846.jpg,ISIC_0027846.jpg,4,4,Basal Cell Carcinoma,True,84.64408957818324,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028107.jpg,ISIC_0028107.jpg,4,4,Basal Cell Carcinoma,True,87.49851164150596,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028303.jpg,ISIC_0028303.jpg,4,4,Basal Cell Carcinoma,True,-87.92025040887755,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028419.jpg,ISIC_0028419.jpg,4,4,Basal Cell Carcinoma,True,89.6624264179495,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028583.jpg,ISIC_0028583.jpg,4,4,Basal Cell Carcinoma,True,86.42363147972183,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028671.jpg,ISIC_0028671.jpg,4,4,Basal Cell Carcinoma,True,-82.46328151749299,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028928.jpg,ISIC_0028928.jpg,4,5,Basal Cell Carcinoma,False,89.7690831430773,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0028989.jpg,ISIC_0028989.jpg,4,4,Basal Cell Carcinoma,True,89.79219813691665,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0029129.jpg,ISIC_0029129.jpg,4,4,Basal Cell Carcinoma,True,87.08076864213486,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0029278.jpg,ISIC_0029278.jpg,4,4,Basal Cell Carcinoma,True,87.52154024067187,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0029501.jpg,ISIC_0029501.jpg,4,4,Basal Cell Carcinoma,True,-87.79071825676559,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0029831.jpg,ISIC_0029831.jpg,4,4,Basal Cell Carcinoma,True,84.75721272459509,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030010.jpg,ISIC_0030010.jpg,4,4,Basal Cell Carcinoma,True,87.35783701112246,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030145.jpg,ISIC_0030145.jpg,4,4,Basal Cell Carcinoma,True,87.74654568105358,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030233.jpg,ISIC_0030233.jpg,4,4,Basal Cell Carcinoma,True,85.28975386900032,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030271.jpg,ISIC_0030271.jpg,4,4,Basal Cell Carcinoma,True,85.04264257679351,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030526.jpg,ISIC_0030526.jpg,4,4,Basal Cell Carcinoma,True,86.83459182361447,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030594.jpg,ISIC_0030594.jpg,4,4,Basal Cell Carcinoma,True,86.47708115360994,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0030868.jpg,ISIC_0030868.jpg,4,4,Basal Cell Carcinoma,True,87.98274588806085,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031007.jpg,ISIC_0031007.jpg,4,4,Basal Cell Carcinoma,True,-88.29629271817613,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031009.jpg,ISIC_0031009.jpg,4,4,Basal Cell Carcinoma,True,89.29868012152754,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031095.jpg,ISIC_0031095.jpg,4,4,Basal Cell Carcinoma,True,89.2989704212597,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031298.jpg,ISIC_0031298.jpg,4,4,Basal Cell Carcinoma,True,-88.1416983558988,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031531.jpg,ISIC_0031531.jpg,4,4,Basal Cell Carcinoma,True,88.27435985251611,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031614.jpg,ISIC_0031614.jpg,4,5,Basal Cell Carcinoma,False,89.12965999761475,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0031728.jpg,ISIC_0031728.jpg,4,4,Basal Cell Carcinoma,True,87.081560358667,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0032132.jpg,ISIC_0032132.jpg,4,4,Basal Cell Carcinoma,True,86.9706181986058,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0032307.jpg,ISIC_0032307.jpg,4,6,Basal Cell Carcinoma,False,-89.10919945786587,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0032808.jpg,ISIC_0032808.jpg,4,4,Basal Cell Carcinoma,True,86.09383433346719,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0032959.jpg,ISIC_0032959.jpg,4,4,Basal Cell Carcinoma,True,-87.65222949812473,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0033054.jpg,ISIC_0033054.jpg,4,4,Basal Cell Carcinoma,True,-89.77153884752693,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0033248.jpg,ISIC_0033248.jpg,4,4,Basal Cell Carcinoma,True,-89.15560855259149,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0033372.jpg,ISIC_0033372.jpg,4,4,Basal Cell Carcinoma,True,-89.67151803969226,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0033579.jpg,ISIC_0033579.jpg,4,4,Basal Cell Carcinoma,True,88.38712294696955,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0034047.jpg,ISIC_0034047.jpg,4,4,Basal Cell Carcinoma,True,85.53550464579062,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0034093.jpg,ISIC_0034093.jpg,4,4,Basal Cell Carcinoma,True,-89.08912114870478,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053546.jpg,ISIC_0053546.jpg,4,4,Basal Cell Carcinoma,True,89.98797916158337,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053714.jpg,ISIC_0053714.jpg,4,6,Basal Cell Carcinoma,False,86.2202388013848,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053731.jpg,ISIC_0053731.jpg,4,4,Basal Cell Carcinoma,True,75.54053145682776,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053867.jpg,ISIC_0053867.jpg,4,4,Basal Cell Carcinoma,True,86.47329730348191,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053873.jpg,ISIC_0053873.jpg,4,4,Basal Cell Carcinoma,True,88.32139177747611,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0053951.jpg,ISIC_0053951.jpg,4,4,Basal Cell Carcinoma,True,-89.19697630188759,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054161.jpg,ISIC_0054161.jpg,4,4,Basal Cell Carcinoma,True,87.21664161892201,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054279.jpg,ISIC_0054279.jpg,4,4,Basal Cell Carcinoma,True,89.11066243875094,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054338.jpg,ISIC_0054338.jpg,4,4,Basal Cell Carcinoma,True,87.95745750862922,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054343.jpg,ISIC_0054343.jpg,4,4,Basal Cell Carcinoma,True,83.55491514203118,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054353.jpg,ISIC_0054353.jpg,4,4,Basal Cell Carcinoma,True,-79.8284014110914,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054365.jpg,ISIC_0054365.jpg,4,4,Basal Cell Carcinoma,True,82.34395941391455,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054435.jpg,ISIC_0054435.jpg,4,4,Basal Cell Carcinoma,True,89.3105424339434,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054443.jpg,ISIC_0054443.jpg,4,4,Basal Cell Carcinoma,True,85.75298797786003,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054448.jpg,ISIC_0054448.jpg,4,4,Basal Cell Carcinoma,True,88.49346965188377,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054589.jpg,ISIC_0054589.jpg,4,4,Basal Cell Carcinoma,True,-87.64534438178501,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054647.jpg,ISIC_0054647.jpg,4,4,Basal Cell Carcinoma,True,87.015378857658,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054668.jpg,ISIC_0054668.jpg,4,4,Basal Cell Carcinoma,True,87.99509561819143,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054674.jpg,ISIC_0054674.jpg,4,4,Basal Cell Carcinoma,True,86.5293530188592,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054740.jpg,ISIC_0054740.jpg,4,4,Basal Cell Carcinoma,True,-78.93853076533104,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054834.jpg,ISIC_0054834.jpg,4,4,Basal Cell Carcinoma,True,88.60735866819205,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054836.jpg,ISIC_0054836.jpg,4,6,Basal Cell Carcinoma,False,86.566724492759,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054929.jpg,ISIC_0054929.jpg,4,4,Basal Cell Carcinoma,True,88.96973582628453,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0054972.jpg,ISIC_0054972.jpg,4,4,Basal Cell Carcinoma,True,84.2540133637054,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055058.jpg,ISIC_0055058.jpg,4,4,Basal Cell Carcinoma,True,79.63537283211788,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055089.jpg,ISIC_0055089.jpg,4,4,Basal Cell Carcinoma,True,88.75619207787106,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055194.jpg,ISIC_0055194.jpg,4,4,Basal Cell Carcinoma,True,-81.17501744963664,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055323.jpg,ISIC_0055323.jpg,4,4,Basal Cell Carcinoma,True,83.53463532353109,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055401.jpg,ISIC_0055401.jpg,4,4,Basal Cell Carcinoma,True,86.4030676007021,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055418.jpg,ISIC_0055418.jpg,4,4,Basal Cell Carcinoma,True,89.06328558847957,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055441.jpg,ISIC_0055441.jpg,4,4,Basal Cell Carcinoma,True,80.56323879560253,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055600.jpg,ISIC_0055600.jpg,4,4,Basal Cell Carcinoma,True,87.99040205805665,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055681.jpg,ISIC_0055681.jpg,4,4,Basal Cell Carcinoma,True,89.264875909974,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055693.jpg,ISIC_0055693.jpg,4,4,Basal Cell Carcinoma,True,-87.59715955234563,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055748.jpg,ISIC_0055748.jpg,4,4,Basal Cell Carcinoma,True,84.36489964722148,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055766.jpg,ISIC_0055766.jpg,4,4,Basal Cell Carcinoma,True,86.34678651283883,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055792.jpg,ISIC_0055792.jpg,4,4,Basal Cell Carcinoma,True,88.15129636883047,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055944.jpg,ISIC_0055944.jpg,4,4,Basal Cell Carcinoma,True,-86.42867433455562,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0055950.jpg,ISIC_0055950.jpg,4,4,Basal Cell Carcinoma,True,88.6676162001587,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056014.jpg,ISIC_0056014.jpg,4,4,Basal Cell Carcinoma,True,78.85235112555083,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056187.jpg,ISIC_0056187.jpg,4,4,Basal Cell Carcinoma,True,87.69734549988942,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056411.jpg,ISIC_0056411.jpg,4,4,Basal Cell Carcinoma,True,74.84047463383794,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056463.jpg,ISIC_0056463.jpg,4,4,Basal Cell Carcinoma,True,-89.51463271789413,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056571.jpg,ISIC_0056571.jpg,4,4,Basal Cell Carcinoma,True,87.24264696532849,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056588.jpg,ISIC_0056588.jpg,4,4,Basal Cell Carcinoma,True,86.24987895702672,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056605.jpg,ISIC_0056605.jpg,4,4,Basal Cell Carcinoma,True,87.91303777389385,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056631.jpg,ISIC_0056631.jpg,4,4,Basal Cell Carcinoma,True,87.38868763071126,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056737.jpg,ISIC_0056737.jpg,4,4,Basal Cell Carcinoma,True,-87.80647841575271,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056826.jpg,ISIC_0056826.jpg,4,4,Basal Cell Carcinoma,True,-79.59054924860612,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056835.jpg,ISIC_0056835.jpg,4,6,Basal Cell Carcinoma,False,87.02661444387923,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0056875.jpg,ISIC_0056875.jpg,4,4,Basal Cell Carcinoma,True,89.78880104695605,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057057.jpg,ISIC_0057057.jpg,4,4,Basal Cell Carcinoma,True,-88.2414634696703,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057058.jpg,ISIC_0057058.jpg,4,4,Basal Cell Carcinoma,True,89.89548230411245,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057088.jpg,ISIC_0057088.jpg,4,6,Basal Cell Carcinoma,False,88.03245891118112,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057190.jpg,ISIC_0057190.jpg,4,4,Basal Cell Carcinoma,True,84.4942467557747,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057195.jpg,ISIC_0057195.jpg,4,4,Basal Cell Carcinoma,True,79.02748195443229,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057263.jpg,ISIC_0057263.jpg,4,4,Basal Cell Carcinoma,True,86.85181130961496,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057300.jpg,ISIC_0057300.jpg,4,4,Basal Cell Carcinoma,True,79.76673773986965,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057352.jpg,ISIC_0057352.jpg,4,6,Basal Cell Carcinoma,False,85.58757859246732,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057359.jpg,ISIC_0057359.jpg,4,4,Basal Cell Carcinoma,True,87.4290072573094,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057569.jpg,ISIC_0057569.jpg,4,4,Basal Cell Carcinoma,True,-88.71797930495146,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057680.jpg,ISIC_0057680.jpg,4,4,Basal Cell Carcinoma,True,-87.368326577207,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057805.jpg,ISIC_0057805.jpg,4,4,Basal Cell Carcinoma,True,87.19344091860015,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057839.jpg,ISIC_0057839.jpg,4,4,Basal Cell Carcinoma,True,85.74245987479193,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057853.jpg,ISIC_0057853.jpg,4,4,Basal Cell Carcinoma,True,88.36698222805155,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0057905.jpg,ISIC_0057905.jpg,4,4,Basal Cell Carcinoma,True,-88.16710745842518,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058169.jpg,ISIC_0058169.jpg,4,4,Basal Cell Carcinoma,True,86.5590566904809,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058309.jpg,ISIC_0058309.jpg,4,4,Basal Cell Carcinoma,True,85.14580154547858,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058389.jpg,ISIC_0058389.jpg,4,4,Basal Cell Carcinoma,True,87.59003463519491,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058434.jpg,ISIC_0058434.jpg,4,4,Basal Cell Carcinoma,True,89.17550166443304,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058476.jpg,ISIC_0058476.jpg,4,4,Basal Cell Carcinoma,True,87.13172776821325,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058555.jpg,ISIC_0058555.jpg,4,4,Basal Cell Carcinoma,True,89.77249867279664,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058556.jpg,ISIC_0058556.jpg,4,4,Basal Cell Carcinoma,True,-83.30577859843065,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058573.jpg,ISIC_0058573.jpg,4,4,Basal Cell Carcinoma,True,87.87264027902985,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058678.jpg,ISIC_0058678.jpg,4,4,Basal Cell Carcinoma,True,80.69861877283844,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058765.jpg,ISIC_0058765.jpg,4,4,Basal Cell Carcinoma,True,-78.48875039278789,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058860.jpg,ISIC_0058860.jpg,4,4,Basal Cell Carcinoma,True,-89.04473552834425,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058915.jpg,ISIC_0058915.jpg,4,4,Basal Cell Carcinoma,True,85.42439551321516,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0058984.jpg,ISIC_0058984.jpg,4,4,Basal Cell Carcinoma,True,-83.31280779107942,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059033.jpg,ISIC_0059033.jpg,4,4,Basal Cell Carcinoma,True,89.05262771286955,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059081.jpg,ISIC_0059081.jpg,4,4,Basal Cell Carcinoma,True,-89.29349542108204,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059105.jpg,ISIC_0059105.jpg,4,4,Basal Cell Carcinoma,True,89.93487748635589,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059121.jpg,ISIC_0059121.jpg,4,4,Basal Cell Carcinoma,True,87.35942487368361,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059226.jpg,ISIC_0059226.jpg,4,4,Basal Cell Carcinoma,True,87.72855057518666,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059243.jpg,ISIC_0059243.jpg,4,4,Basal Cell Carcinoma,True,89.37587858622426,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059246.jpg,ISIC_0059246.jpg,4,4,Basal Cell Carcinoma,True,79.5265075900647,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059306.jpg,ISIC_0059306.jpg,4,6,Basal Cell Carcinoma,False,79.90255947550423,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059393.jpg,ISIC_0059393.jpg,4,4,Basal Cell Carcinoma,True,88.80244216186033,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059447.jpg,ISIC_0059447.jpg,4,4,Basal Cell Carcinoma,True,88.23030026626785,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059548.jpg,ISIC_0059548.jpg,4,4,Basal Cell Carcinoma,True,78.8002068432618,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059577.jpg,ISIC_0059577.jpg,4,4,Basal Cell Carcinoma,True,88.90362320670627,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059599.jpg,ISIC_0059599.jpg,4,4,Basal Cell Carcinoma,True,87.6428839897039,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059682.jpg,ISIC_0059682.jpg,4,4,Basal Cell Carcinoma,True,72.65234549724781,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059689.jpg,ISIC_0059689.jpg,4,4,Basal Cell Carcinoma,True,87.42897601457986,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059771.jpg,ISIC_0059771.jpg,4,4,Basal Cell Carcinoma,True,88.131769995992,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059806.jpg,ISIC_0059806.jpg,4,4,Basal Cell Carcinoma,True,86.06906935238258,very_light,BCC
